skill_id,name,domain,phase,priority_score,current_risk,target_risk,category,effort_hours,strategy,status,assigned_to,path
revops_stage_duration,Stage Duration Analyzer,revops,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/revops/stage_duration
revops_pipeline_health,Pipeline Health Monitor,revops,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/revops/pipeline_health
mon_cohort_ltv_analyzer,Cohort LTV Analyzer,monetization,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/monetization/cohort_ltv_analyzer
mon_dunning_automation,Dunning Automation,monetization,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/monetization/dunning_automation
mon_discount_optimizer,Discount Optimization Engine,monetization,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/monetization/discount_optimizer
mon_contract_value_tracker,Contract Value Tracker,monetization,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/monetization/contract_value_tracker
mon_payment_method_optimizer,Payment Method Optimizer,monetization,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/monetization/payment_method_optimizer
superpowers/test-driven-development,test-driven-development,superpowers,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/superpowers/test-driven-development
superpowers/systematic-debugging,systematic-debugging,superpowers,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/superpowers/systematic-debugging
superpowers/finishing-a-development-branch,finishing-a-development-branch,superpowers,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/superpowers/finishing-a-development-branch
superpowers/brainstorming,brainstorming,superpowers,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/superpowers/brainstorming
superpowers/receiving-code-review,receiving-code-review,superpowers,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/superpowers/receiving-code-review
superpowers/writing-skills,writing-skills,superpowers,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/superpowers/writing-skills
superpowers/subagent-driven-development,subagent-driven-development,superpowers,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/superpowers/subagent-driven-development
plg_frameworks/plg-ideas,plg-ideas,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plg-ideas
plgf_engagement_loops,Engagement Loops,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_engagement_loops
plgf_referral_program,Referral Program Framework,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plgf_referral_program
plgf_activation_metrics,Activation Metrics,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plgf_activation_metrics
plgf_mental_models,PLG Mental Models,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_mental_models
boyce_growth_team_orchestrator,Growth Team Orchestrator,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/boyce/growth_team_orchestrator
boyce_sidecar_product_builder,Sidecar Product Builder,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/boyce/sidecar_product_builder
boyce_first_impact_optimizer,First Impact Optimizer,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/boyce/first_impact_optimizer
boyce_enterprise_plg_transition,Enterprise PLG Transition,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/boyce/enterprise_plg_transition
boyce_ai_gtm_automator,AI GTM Automator,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/boyce/ai_gtm_automator
boyce_plg_pricing_architect,PLG Pricing Architect,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/boyce/plg_pricing_architect
boyce_plg_bowtie_mapper,PLG Bowtie Mapper,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/boyce/plg_bowtie_mapper
plgf_retention_analysis,Retention Analysis,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plgf_retention_analysis
plg_frameworks/activation-metrics,activation-metrics,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/.archived/activation-metrics
plg_frameworks/self-serve-motion,self-serve-motion,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/self-serve-motion
plg_frameworks/product-onboarding,product-onboarding,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/.archived/product-onboarding
plg_frameworks/viral-loops,viral-loops,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/.archived/viral-loops
plg_frameworks/growth-loops,growth-loops,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/.archived/growth-loops
plg_frameworks/product-analytics,product-analytics,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/product-analytics
plg_frameworks/pricing-strategy,pricing-strategy,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/pricing-strategy
plg_frameworks/free-tool-strategy,free-tool-strategy,plg_frameworks,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/plg_frameworks/.archived/free-tool-strategy
plg_frameworks/signup-flow-cro,signup-flow-cro,plg_frameworks,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/plg_frameworks/.archived/signup-flow-cro
plg_frameworks/retention-analysis,retention-analysis,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/retention-analysis
plg_frameworks/growth-modeling,growth-modeling,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/growth-modeling
plg_frameworks/feature-gating,feature-gating,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/.archived/feature-gating
plg_frameworks/paywall-upgrade-cro,paywall-upgrade-cro,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/paywall-upgrade-cro
plg_frameworks/user-segmentation,user-segmentation,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/user-segmentation
plg_frameworks/engagement-loops,engagement-loops,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/.archived/engagement-loops
plg_frameworks/feature-adoption,feature-adoption,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/.archived/feature-adoption
plg_frameworks/usage-based-pricing,usage-based-pricing,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/usage-based-pricing
plg_frameworks/in-product-messaging,in-product-messaging,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/in-product-messaging
plg_frameworks/trial-optimization,trial-optimization,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/trial-optimization
plg_frameworks/referral-program,referral-program,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/.archived/referral-program
plgf_feature_gating,Feature Gating,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_feature_gating
plgf_product_onboarding,Product Onboarding,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_product_onboarding
plgf_trial_optimization,Trial Optimization,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plgf_trial_optimization
plgf_product_analytics,Product Analytics Framework,plg_frameworks,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/plg_frameworks/plgf_product_analytics
plgf_self_serve_motion,Self-Serve Motion,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plgf_self_serve_motion
plgf_paywall_upgrade_cro,Paywall & Upgrade CRO Framework,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plgf_paywall_upgrade_cro
plg_frameworks/setup-skene-growth,setup-skene-growth,plg_frameworks,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/plg_frameworks/setup-skene-growth
plg_frameworks/plg-metrics,plg-metrics,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plg-metrics
plgf_strategy,PLG Strategy Assessment,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_strategy
plgf_viral_loops,Viral Loops Framework,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_viral_loops
plg_frameworks/install-plg-skills,install-plg-skills,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/install-plg-skills
plg_frameworks/plg-mental-models,plg-mental-models,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plg-mental-models
plgf_ideas,PLG Ideas Library,plg_frameworks,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/plg_frameworks/plgf_ideas
plgf_metrics,PLG Metrics Framework,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_metrics
plgf_signup_flow_cro,Signup Flow CRO,plg_frameworks,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/plg_frameworks/plgf_signup_flow_cro
plgf_in_product_messaging,In-Product Messaging Framework,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_in_product_messaging
plgf_feature_adoption,Feature Adoption,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/plgf_feature_adoption
plg_frameworks/growth-experimentation,growth-experimentation,plg_frameworks,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/plg_frameworks/growth-experimentation
scientific/benchling-integration,benchling-integration,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/benchling-integration
scientific/networkx,networkx,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/networkx
scientific/uspto-database,uspto-database,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/uspto-database
scientific/scientific-brainstorming,scientific-brainstorming,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/scientific-brainstorming
scientific/kegg-database,kegg-database,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/kegg-database
scientific/paper-2-web,paper-2-web,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/paper-2-web
scientific/perplexity-search,perplexity-search,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/perplexity-search
scientific/research-lookup,research-lookup,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/research-lookup
scientific/umap-learn,umap-learn,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/umap-learn
scientific/vaex,vaex,scientific,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/scientific/vaex
scientific/dask,dask,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/dask
scientific/cosmic-database,cosmic-database,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/cosmic-database
scientific/iso-13485-certification,iso-13485-certification,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/iso-13485-certification
scientific/fred-economic-data,fred-economic-data,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/fred-economic-data
scientific/esm,esm,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/esm
scientific/scientific-schematics,scientific-schematics,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/scientific-schematics
scientific/seaborn,seaborn,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/seaborn
scientific/deeptools,deeptools,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/deeptools
scientific/protocolsio-integration,protocolsio-integration,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/protocolsio-integration
scientific/pymatgen,pymatgen,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/pymatgen
scientific/molfeat,molfeat,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/molfeat
scientific/geo-database,geo-database,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/geo-database
scientific/citation-management,citation-management,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/citation-management
scientific/scientific-critical-thinking,scientific-critical-thinking,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/scientific-critical-thinking
scientific/pydicom,pydicom,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/pydicom
scientific/markitdown,markitdown,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/markitdown
scientific/histolab,histolab,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/histolab
scientific/rowan,rowan,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/rowan
scientific/drugbank-database,drugbank-database,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/drugbank-database
scientific/cobrapy,cobrapy,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/cobrapy
scientific/opentrons-integration,opentrons-integration,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/opentrons-integration
scientific/brenda-database,brenda-database,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/brenda-database
scientific/fda-database,fda-database,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/fda-database
scientific/biopython,biopython,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/biopython
scientific/scvi-tools,scvi-tools,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/scvi-tools
scientific/pptx-posters,pptx-posters,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/pptx-posters
scientific/datamol,datamol,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/datamol
scientific/treatment-plans,treatment-plans,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/treatment-plans
scientific/plotly,plotly,scientific,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/scientific/plotly
scientific/matchms,matchms,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/matchms
scientific/scientific-writing,scientific-writing,scientific,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/scientific/scientific-writing
scientific/clinical-decision-support,clinical-decision-support,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/clinical-decision-support
scientific/diffdock,diffdock,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/diffdock
scientific/pydeseq2,pydeseq2,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/pydeseq2
scientific/gget,gget,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/gget
scientific/literature-review,literature-review,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/literature-review
scientific/pyhealth,pyhealth,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/pyhealth
scientific/qutip,qutip,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/qutip
scientific/cirq,cirq,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/cirq
scientific/market-research-reports,market-research-reports,scientific,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/scientific/market-research-reports
scientific/torch_geometric,torch_geometric,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/torch_geometric
scientific/deepchem,deepchem,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/deepchem
scientific/matlab,matlab,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/matlab
scientific/omero-integration,omero-integration,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/omero-integration
scientific/latex-posters,latex-posters,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/latex-posters
scientific/zarr-python,zarr-python,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/zarr-python
scientific/matplotlib,matplotlib,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/matplotlib
scientific/adaptyv,adaptyv,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/adaptyv
scientific/venue-templates,venue-templates,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/venue-templates
scientific/clinical-reports,clinical-reports,scientific,Phase 1,130,Critical,High,payment_hardening,5,"Add two-phase commit, preview mode, per-transaction approval",Not Started,,skills-library/scientific/clinical-reports
scientific/scientific-slides,scientific-slides,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/scientific-slides
scientific/scientific-visualization,scientific-visualization,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/scientific-visualization
scientific/neuropixels-analysis,neuropixels-analysis,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/neuropixels-analysis
scientific/generate-image,generate-image,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/generate-image
scientific/datacommons-client,datacommons-client,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/datacommons-client
scientific/rdkit,rdkit,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/rdkit
scientific/stable-baselines3,stable-baselines3,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/stable-baselines3
scientific/pylabrobot,pylabrobot,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/pylabrobot
scientific/modal,modal,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/modal
scientific/pubmed-database,pubmed-database,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/pubmed-database
scientific/polars,polars,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/polars
scientific/statsmodels,statsmodels,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/statsmodels
scientific/scanpy,scanpy,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/scanpy
scientific/dnanexus-integration,dnanexus-integration,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/dnanexus-integration
scientific/scikit-learn,scikit-learn,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/scikit-learn
scientific/etetoolkit,etetoolkit,scientific,Phase 1,130,Critical,High,destructive_operations,5,"Replace with soft delete, add undelete capability",Not Started,,skills-library/scientific/etetoolkit
scientific/labarchive-integration,labarchive-integration,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/labarchive-integration
scientific/latchbio-integration,latchbio-integration,scientific,Phase 1,130,Critical,Medium,credential_elimination,5,"Implement OAuth delegation, remove credential handling",Not Started,,skills-library/scientific/latchbio-integration
elg_eql_scoring,Ecosystem-Qualified Lead Scoring,ecosystem,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/ecosystem/eql_scoring
cursor_rules/microsoft-teams,microsoft-teams,cursor_rules,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/cursor_rules/microsoft-teams
cursor_rules/crewai,crewai,cursor_rules,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/cursor_rules/crewai
cursor_rules/tensorflow,tensorflow,cursor_rules,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/cursor_rules/tensorflow
cursor_rules/autogen,autogen,cursor_rules,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/cursor_rules/autogen
plg_contextual_help,Contextual Help Provider,plg,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/plg/contextual_help
anthropic_official/brand-guidelines,brand-guidelines,anthropic_official,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/anthropic_official/brand-guidelines
anthropic_official/web-artifacts-builder,web-artifacts-builder,anthropic_official,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/anthropic_official/web-artifacts-builder
revops_lead_routing,Intelligent Lead Router,revops,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/revops/lead_routing
mon_usage_metering,Usage Metering,monetization,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/monetization/usage_metering
